Ad schedule day and hour report
1 January 2026 - 26 March 2026
Day of the week,Hour of the day,Campaign,Currency code,Avg. CPM,Impr.,Interactions,Interaction rate,Avg. cost,Cost,Conv. rate,Conversions,Cost / conv.
Tuesday,17,ADa_Pants_NL,EUR,6.82,272,10,3.68%,0.19,1.86,0.00%,0.00,0.00
Monday,20,ADa_Pants_NL,EUR,18.12,124,4,3.23%,0.56,2.25,0.00%,0.00,0.00
Sunday,11,ADa_Pants_NL,EUR,17.76,173,8,4.62%,0.38,3.07,0.00%,0.00,0.00
Sunday,16,ADa_Pants_NL,EUR,7.86,180,12,6.67%,0.12,1.42,0.00%,0.00,0.00
Sunday,23,ADa_Pants_NL,EUR,7.60,182,11,6.04%,0.13,1.38,0.00%,0.00,0.00
Thursday,11,S | General | NL,EUR,87.31,107,4,3.74%,2.34,9.34,0.00%,0.00,0.00
Wednesday,15,S | General | NL,EUR,105.86,162,6,3.70%,2.86,17.15,0.00%,0.00,0.00
Tuesday,0,S | General | NL,EUR,99.91,41,3,7.32%,1.37,4.10,0.00%,0.00,0.00
Sunday,9,S | General | NL,EUR,108.31,170,7,4.12%,2.63,18.41,0.00%,0.00,0.00
Sunday,16,S | General | NL,EUR,139.77,87,4,4.60%,3.04,12.16,0.00%,0.00,0.00
Wednesday,13,PMax | Rem | EU | EN,EUR,6.40,425,15,3.53%,0.18,2.72,0.00%,0.00,0.00
Monday,9,PMax | Rem | AU-NZ | EN,EUR,8.59,77,1,1.30%,0.66,0.66,0.00%,0.00,0.00
Sunday,13,PMax | Rem | AU-NZ | EN,EUR,60.42,24,2,8.33%,0.73,1.45,0.00%,0.00,0.00
Tuesday,22,PMax | Rem | US | EN,EUR,0.00,89,0,0.00%,0,0.00,0.00%,0.00,0.00
Monday,19,ADa_Panty_NL,EUR,0.00,27,0,0.00%,0,0.00,0.00%,0.00,0.00
Sunday,3,ADa_Panty_NL,EUR,0.00,13,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,4,S | General | NL,EUR,0.00,4,0,0.00%,0,0.00,0.00%,0.00,0.00
Sunday,4,S | General | NL,EUR,0.00,6,0,0.00%,0,0.00,0.00%,0.00,0.00
Thursday,16,S | Brand | NL,EUR,17.14,7,3,42.86%,0.04,0.12,0.00%,0.00,0.00
Wednesday,9,S | Brand | NL,EUR,4.00,10,3,30.00%,0.01,0.04,33.33%,1.00,0.04
Wednesday,20,S | Brand | NL,EUR,39.66,6,3,50.00%,0.08,0.24,0.00%,0.00,0.00
Sunday,11,S | Brand | NL,EUR,313.33,6,3,50.00%,0.63,1.88,33.33%,1.00,1.88
Wednesday,12,PMax | Rem | DE,EUR,10.03,388,11,2.84%,0.35,3.89,0.00%,0.00,0.00
Monday,20,PMax | Rem | DE,EUR,5.36,385,7,1.82%,0.29,2.06,0.00%,0.00,0.00
Saturday,6,PMax | Rem | UK,EUR,26.25,40,2,5.00%,0.53,1.05,0.00%,0.00,0.00
Thursday,7,PMax | Rem | UK,EUR,0.22,72,2,2.78%,0.01,0.02,0.00%,0.00,0.00
Tuesday,12,PMax | Rem | UK,EUR,20.53,152,12,7.89%,0.26,3.12,0.00%,0.00,0.00
Tuesday,13,PMax | Rem | UK,EUR,0.64,137,5,3.65%,0.02,0.09,0.00%,0.00,0.00
Thursday,6,PMAX | shopping | EU | EN,EUR,3.51,101,2,1.98%,0.18,0.35,0.00%,0.00,0.00
Wednesday,9,DGen | EN,EUR,3.77,"2,585",19,0.74%,0.51,9.74,0.00%,0.00,0.00
Monday,19,S | General | NL,EUR,123.68,83,8,9.64%,1.28,10.27,0.00%,0.00,0.00
Sunday,1,S | General | NL,EUR,222.37,38,4,10.53%,2.11,8.45,25.00%,1.00,8.45
Saturday,16,PMax | Rem | EU | EN,EUR,11.79,454,20,4.41%,0.27,5.35,0.00%,0.00,0.00
Wednesday,2,PMax | Rem | EU | EN,EUR,1.23,51,2,3.92%,0.03,0.06,0.00%,0.00,0.00
Wednesday,10,PMax | Rem | EU | EN,EUR,10.20,513,28,5.46%,0.19,5.23,0.00%,0.00,0.00
Tuesday,0,PMax | Rem | EU | EN,EUR,1.60,165,8,4.85%,0.03,0.26,0.00%,0.00,0.00
Sunday,20,ADa_Brand_NL,EUR,45.00,4,2,50.00%,0.09,0.18,50.00%,1.00,0.18
Saturday,18,S | General | UK,EUR,95.00,6,1,16.67%,0.57,0.57,0.00%,0.00,0.00
Saturday,14,PMax | Rem | US | EN,EUR,50.00,27,1,3.70%,1.35,1.35,0.00%,0.00,0.00
Friday,2,ADa_Panty_NL,EUR,13.54,9,1,11.11%,0.12,0.12,0.00%,0.00,0.00
Friday,12,ADa_Panty_NL,EUR,4.48,123,8,6.50%,0.07,0.55,0.00%,0.00,0.00
Monday,14,ADa_Panty_NL,EUR,33.73,51,1,1.96%,1.72,1.72,0.00%,0.00,0.00
Tuesday,18,Sh | General | NL,EUR,54.17,24,1,4.17%,1.30,1.30,0.00%,0.00,0.00
Thursday,19,PMax | Rem | NL | New,EUR,23.97,755,53,7.02%,0.34,18.10,1.89%,1.00,18.10
Saturday,20,S | General | EU | EN,EUR,43.87,99,4,4.04%,1.09,4.34,0.00%,0.00,0.00
Thursday,7,S | General | EU | EN,EUR,42.73,55,3,5.45%,0.78,2.35,0.00%,0.00,0.00
Thursday,14,S | General | EU | EN,EUR,22.85,84,3,3.57%,0.64,1.92,0.00%,0.00,0.00
Tuesday,13,S | General | EU | EN,EUR,31.74,161,5,3.11%,1.02,5.11,0.00%,0.00,0.00
Monday,14,S | General | EU | EN,EUR,58.04,97,8,8.25%,0.70,5.63,0.00%,0.00,0.00
Friday,16,ADa_Pants_NL,EUR,0.68,259,1,0.39%,0.18,0.18,0.00%,0.00,0.00
Wednesday,7,ADa_Pants_NL,EUR,8.00,195,7,3.59%,0.22,1.56,0.00%,0.00,0.00
Monday,18,ADa_Pants_NL,EUR,12.85,111,10,9.01%,0.14,1.43,9.93%,0.99,1.44
Sunday,4,ADa_Pants_NL,EUR,5.84,21,1,4.76%,0.12,0.12,0.00%,0.00,0.00
Sunday,18,ADa_Pants_NL,EUR,7.42,190,11,5.79%,0.13,1.41,0.00%,0.00,0.00
Tuesday,23,S | Brand | NL,EUR,0.00,2,0,0.00%,0,0.00,0.00%,0.00,0.00
Sunday,5,PMax | Rem | UK,EUR,0.00,9,0,0.00%,0,0.00,0.00%,0.00,0.00
Wednesday,14,PMAX | shopping | EU | EN,EUR,0.00,205,0,0.00%,0,0.00,0.00%,0.00,0.00
Monday,23,PMAX | shopping | EU | EN,EUR,0.00,33,0,0.00%,0,0.00,0.00%,0.00,0.00
Friday,3,PMax | Rem | AU-NZ | EN,EUR,0.00,14,0,0.00%,0,0.00,0.00%,0.00,0.00
Monday,17,PMax | Rem | AU-NZ | EN,EUR,0.00,1,0,0.00%,0,0.00,0.00%,0.00,0.00
Friday,17,S | General | UK,EUR,0.00,1,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,22,ADa_Panty_NL,EUR,0.00,22,0,0.00%,0,0.00,0.00%,0.00,0.00
Thursday,7,Sh | General | NL,EUR,0.00,27,0,0.00%,0,0.00,0.00%,0.00,0.00
Wednesday,6,Sh | General | NL,EUR,0.00,3,0,0.00%,0,0.00,0.00%,0.00,0.00
Wednesday,13,Sh | General | NL,EUR,0.00,16,0,0.00%,0,0.00,0.00%,0.00,0.00
Tuesday,2,ADa_Pants_NL,EUR,0.00,9,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,20,S | Brand | NL,EUR,130.00,4,2,50.00%,0.26,0.52,0.00%,0.00,0.00
Saturday,21,S | Brand | NL,EUR,323.33,12,6,50.00%,0.65,3.88,33.33%,2.00,1.94
Wednesday,13,S | Brand | NL,EUR,58.00,10,4,40.00%,0.15,0.58,50.00%,2.00,0.29
Tuesday,16,S | Brand | NL,EUR,13.33,6,1,16.67%,0.08,0.08,0.00%,0.00,0.00
Friday,16,PMax | Rem | DE,EUR,9.49,509,15,2.95%,0.32,4.83,0.00%,0.00,0.00
Tuesday,11,PMax | Rem | DE,EUR,21.27,509,20,3.93%,0.54,10.82,5.00%,1.00,10.82
Tuesday,17,PMax | Rem | DE,EUR,9.64,620,13,2.10%,0.46,5.98,7.69%,1.00,5.98
Saturday,5,PMax | Rem | UK,EUR,2.16,22,3,13.64%,0.02,0.05,0.00%,0.00,0.00
Friday,10,PMax | Rem | UK,EUR,27.26,126,2,1.59%,1.72,3.43,0.00%,0.00,0.00
Friday,14,PMax | Rem | UK,EUR,6.22,599,7,1.17%,0.53,3.73,0.00%,0.00,0.00
Wednesday,9,PMax | Rem | UK,EUR,20.42,81,5,6.17%,0.33,1.65,0.00%,0.00,0.00
Sunday,23,PMax | Rem | UK,EUR,20.87,121,3,2.48%,0.84,2.53,0.00%,0.00,0.00
Wednesday,0,PMAX | shopping | EU | EN,EUR,30.89,111,7,6.31%,0.49,3.43,0.00%,0.00,0.00
Saturday,16,DGen | EN,EUR,0.38,"4,940",7,0.14%,0.27,1.87,0.00%,0.00,0.00
Wednesday,3,DGen | EN,EUR,0.40,422,3,0.71%,0.06,0.17,0.00%,0.00,0.00
Wednesday,18,DGen | EN,EUR,0.33,"4,514",7,0.16%,0.22,1.51,0.00%,0.00,0.00
Tuesday,5,DGen | EN,EUR,0.75,721,2,0.28%,0.27,0.54,0.00%,0.00,0.00
Monday,2,DGen | EN,EUR,18.55,370,5,1.35%,1.37,6.86,0.00%,0.00,0.00
Monday,21,DGen | EN,EUR,0.80,765,6,0.78%,0.10,0.61,0.00%,0.00,0.00
Friday,15,S | General | NL,EUR,102.16,117,6,5.13%,1.99,11.95,0.00%,0.00,0.00
Wednesday,14,S | General | NL,EUR,136.59,172,12,6.98%,1.96,23.49,0.00%,0.00,0.00
Monday,3,S | General | NL,EUR,172.86,21,1,4.76%,3.63,3.63,0.00%,0.00,0.00
Sunday,21,S | General | NL,EUR,94.92,112,7,6.25%,1.52,10.63,14.29%,1.00,10.63
Sunday,12,S | Brand | EU | EN,EUR,5.44,1,2,200.00%,0.00,0.01,0.00%,0.00,0.00
Friday,14,PMax | Rem | EU | EN,EUR,14.37,690,53,7.68%,0.19,9.91,0.00%,0.00,0.00
Thursday,13,PMax | Rem | AU-NZ | EN,EUR,405.00,4,1,25.00%,1.62,1.62,0.00%,0.00,0.00
Wednesday,0,PMax | Rem | AU-NZ | EN,EUR,6.46,61,10,16.39%,0.04,0.39,0.00%,0.00,0.00
Wednesday,14,ADa_Brand_NL,EUR,1.23,3,1,33.33%,0.00,0.00,100.00%,1.00,0.00
Tuesday,22,S | General | UK,EUR,186.67,12,1,8.33%,2.24,2.24,0.00%,0.00,0.00
Tuesday,16,Sh | General | NL,EUR,42.73,33,1,3.03%,1.41,1.41,0.00%,0.00,0.00
Friday,6,S | Brand | EU | DE,EUR,70.00,2,1,50.00%,0.14,0.14,0.00%,0.00,0.00
Saturday,10,PMax | Rem | NL | New,EUR,35.74,826,59,7.14%,0.50,29.52,0.00%,0.00,0.00
Tuesday,3,PMax | Rem | NL | New,EUR,20.72,43,1,2.33%,0.89,0.89,0.00%,0.00,0.00
Friday,7,S | General | EU | EN,EUR,65.91,44,3,6.82%,0.97,2.90,0.00%,0.00,0.00
Thursday,12,S | General | EU | EN,EUR,38.42,109,4,3.67%,1.05,4.19,0.00%,0.00,0.00
Saturday,2,PMax | Rem | CA | EN,EUR,5.99,25,3,12.00%,0.05,0.15,0.00%,0.00,0.00
Saturday,16,PMax | Rem | CA | EN,EUR,18.70,14,1,7.14%,0.26,0.26,0.00%,0.00,0.00
Saturday,17,ADa_Pants_NL,EUR,10.16,313,24,7.67%,0.13,3.18,0.00%,0.00,0.00
Friday,12,ADa_Pants_NL,EUR,4.62,179,9,5.03%,0.09,0.83,0.00%,0.00,0.00
Thursday,12,ADa_Pants_NL,EUR,32.65,161,3,1.86%,1.75,5.26,0.00%,0.00,0.00
Tuesday,10,ADa_Pants_NL,EUR,42.36,28,2,7.14%,0.59,1.19,0.00%,0.00,0.00
Monday,22,ADa_Pants_NL,EUR,5.65,193,6,3.11%,0.18,1.09,0.00%,0.00,0.00
Monday,12,S | Brand | NL,EUR,0.00,4,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,1,PMax | Rem | AU-NZ | EN,EUR,0.00,12,0,0.00%,0,0.00,0.00%,0.00,0.00
Tuesday,5,PMax | Rem | AU-NZ | EN,EUR,0.00,23,0,0.00%,0,0.00,0.00%,0.00,0.00
Sunday,14,PMax | Rem | AU-NZ | EN,EUR,0.00,6,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,17,S | General | UK,EUR,0.00,2,0,0.00%,0,0.00,0.00%,0.00,0.00
Thursday,6,PMax | Rem | US | EN,EUR,0.00,32,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,0,Sh | General | NL,EUR,0.00,16,0,0.00%,0,0.00,0.00%,0.00,0.00
Tuesday,2,Sh | General | NL,EUR,0.00,11,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,3,S | General | EU | EN,EUR,0.00,16,0,0.00%,0,0.00,0.00%,0.00,0.00
Friday,10,PMax | Rem | CA | EN,EUR,2.74,1,0,0.00%,0,0.00,0.00%,0.00,0.00
Monday,6,PMax | Rem | CA | EN,EUR,0.03,15,0,0.00%,0,0.00,0.00%,0.00,0.00
Thursday,9,S | Brand | NL,EUR,27.50,4,2,50.00%,0.06,0.11,0.00%,0.00,0.00
Tuesday,18,S | Brand | NL,EUR,2.50,4,1,25.00%,0.01,0.01,0.00%,0.00,0.00
Tuesday,22,S | Brand | NL,EUR,15.00,8,3,37.50%,0.04,0.12,66.67%,2.00,0.06
Tuesday,5,PMax | Rem | DE,EUR,19.55,190,6,3.16%,0.62,3.71,16.67%,1.00,3.71
Sunday,19,PMax | Rem | DE,EUR,8.87,"1,002",29,2.89%,0.31,8.88,0.00%,0.00,0.00
Sunday,23,PMax | Rem | DE,EUR,33.38,161,13,8.07%,0.41,5.37,0.00%,0.00,0.00
Saturday,2,PMax | Rem | UK,EUR,22.11,42,2,4.76%,0.46,0.93,0.00%,0.00,0.00
Thursday,2,PMax | Rem | UK,EUR,13.12,36,3,8.33%,0.16,0.47,0.00%,0.00,0.00
Wednesday,12,PMax | Rem | UK,EUR,14.96,100,7,7.00%,0.21,1.50,0.00%,0.00,0.00
Wednesday,15,PMax | Rem | UK,EUR,19.50,135,7,5.19%,0.38,2.63,0.00%,0.00,0.00
Tuesday,15,PMax | Rem | UK,EUR,3.63,123,6,4.88%,0.07,0.45,0.00%,0.00,0.00
Monday,12,PMax | Rem | UK,EUR,12.54,201,10,4.98%,0.25,2.52,0.00%,0.00,0.00
Monday,18,PMax | Rem | UK,EUR,20.27,126,7,5.56%,0.36,2.55,0.00%,0.00,0.00
Thursday,14,PMAX | shopping | EU | EN,EUR,1.52,329,2,0.61%,0.25,0.50,0.00%,0.00,0.00
Wednesday,3,PMAX | shopping | EU | EN,EUR,8.29,"1,036",162,15.64%,0.05,8.59,0.00%,0.00,0.00
Friday,17,DGen | EN,EUR,0.35,"3,084",9,0.29%,0.12,1.06,0.00%,0.00,0.00
Tuesday,23,DGen | EN,EUR,0.41,"1,471",9,0.61%,0.07,0.60,0.00%,0.00,0.00
Sunday,10,DGen | EN,EUR,0.48,"2,878",8,0.28%,0.17,1.37,0.00%,0.00,0.00
Sunday,16,DGen | EN,EUR,0.40,"4,711",9,0.19%,0.21,1.89,0.00%,0.00,0.00
Saturday,12,S | General | NL,EUR,61.60,183,5,2.73%,2.25,11.27,0.00%,0.00,0.00
Friday,22,PMax | Rem | EU | EN,EUR,10.86,724,52,7.18%,0.15,7.86,0.00%,0.00,0.00
Thursday,10,PMax | Rem | AU-NZ | EN,EUR,0.35,224,2,0.89%,0.04,0.08,0.00%,0.00,0.00
Tuesday,23,PMax | Rem | AU-NZ | EN,EUR,264.19,2,1,50.00%,0.53,0.53,0.00%,0.00,0.00
Saturday,23,S | General | UK,EUR,347.50,4,1,25.00%,1.39,1.39,0.00%,0.00,0.00
Thursday,12,S | General | UK,EUR,129.21,8,1,12.50%,1.03,1.03,0.00%,0.00,0.00
Saturday,4,PMax | Rem | US | EN,EUR,180.00,16,1,6.25%,2.88,2.88,0.00%,0.00,0.00
Monday,13,PMax | Rem | US | EN,EUR,248.57,7,1,14.29%,1.74,1.74,0.00%,0.00,0.00
Thursday,21,ADa_Panty_NL,EUR,4.61,243,14,5.76%,0.08,1.12,0.00%,0.00,0.00
Tuesday,13,ADa_Panty_NL,EUR,4.01,80,5,6.25%,0.06,0.32,0.00%,0.00,0.00
Tuesday,0,Sh | General | NL,EUR,28.22,45,1,2.22%,1.27,1.27,0.00%,0.00,0.00
Sunday,11,S | Brand | EU | DE,EUR,40.00,2,1,50.00%,0.08,0.08,0.00%,0.00,0.00
Thursday,14,PMax | Rem | NL | New,EUR,11.70,750,38,5.07%,0.23,8.77,0.00%,0.00,0.00
Thursday,23,PMax | Rem | NL | New,EUR,8.15,768,54,7.03%,0.12,6.26,0.00%,0.00,0.00
Thursday,15,S | General | EU | EN,EUR,56.52,91,7,7.69%,0.73,5.14,0.00%,0.00,0.00
Tuesday,1,S | General | EU | EN,EUR,99.33,30,2,6.67%,1.49,2.98,0.00%,0.00,0.00
Tuesday,20,S | General | EU | EN,EUR,16.20,64,3,4.69%,0.35,1.04,0.00%,0.00,0.00
Tuesday,22,S | General | EU | EN,EUR,44.33,90,3,3.33%,1.33,3.99,0.00%,0.00,0.00
Monday,17,S | General | EU | EN,EUR,6.31,64,2,3.13%,0.20,0.40,0.00%,0.00,0.00
Sunday,18,S | General | EU | EN,EUR,24.22,128,4,3.13%,0.78,3.10,0.00%,0.00,0.00
Sunday,18,PMax | Rem | CA | EN,EUR,1.69,22,1,4.55%,0.04,0.04,0.00%,0.00,0.00
Tuesday,20,ADa_Pants_NL,EUR,8.61,392,19,4.85%,0.18,3.38,0.00%,0.00,0.00
Saturday,19,S | Brand | NL,EUR,0.00,6,0,0.00%,0,0.00,0.00%,0.00,0.00
Friday,10,PMax | Rem | AU-NZ | EN,EUR,0.00,5,0,0.00%,0,0.00,0.00%,0.00,0.00
Tuesday,21,PMax | Rem | AU-NZ | EN,EUR,0.00,1,0,0.00%,0,0.00,0.00%,0.00,0.00
Sunday,7,PMax | Rem | AU-NZ | EN,EUR,1.01,44,0,0.00%,0,0.04,0.00%,0.00,0.00
Friday,20,S | General | UK,EUR,0.00,6,0,0.00%,0,0.00,0.00%,0.00,0.00
Tuesday,17,S | General | UK,EUR,0.00,9,0,0.00%,0,0.00,0.00%,0.00,0.00
Wednesday,14,PMax | Rem | US | EN,EUR,0.00,27,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,7,Sh | General | NL,EUR,0.00,28,0,0.00%,0,0.00,0.00%,0.00,0.00
Friday,14,PMax | Rem | CA | EN,EUR,0.56,4,0,0.00%,0,0.00,0.00%,0.00,0.00
Tuesday,12,PMax | Rem | CA | EN,EUR,0.00,7,0,0.00%,0,0.00,0.00%,0.00,0.00
Sunday,10,S | Brand | NL,EUR,26.31,9,4,44.44%,0.06,0.24,25.00%,1.00,0.24
Saturday,8,PMax | Rem | DE,EUR,14.54,500,21,4.20%,0.35,7.27,0.00%,0.00,0.00
Saturday,22,PMax | Rem | DE,EUR,12.03,225,6,2.67%,0.45,2.71,0.00%,0.00,0.00
Tuesday,3,PMax | Rem | DE,EUR,2.27,49,4,8.16%,0.03,0.11,0.00%,0.00,0.00
Friday,7,PMax | Rem | UK,EUR,26.96,70,2,2.86%,0.94,1.89,0.00%,0.00,0.00
Thursday,6,PMax | Rem | UK,EUR,22.22,27,2,7.41%,0.30,0.60,0.00%,0.00,0.00
Tuesday,16,PMax | Rem | UK,EUR,4.64,99,8,8.08%,0.06,0.46,0.00%,0.00,0.00
Monday,6,PMAX | shopping | EU | EN,EUR,0.46,155,4,2.58%,0.02,0.07,0.00%,0.00,0.00
Sunday,14,PMAX | shopping | EU | EN,EUR,3.89,456,10,2.19%,0.18,1.78,0.00%,0.00,0.00
Saturday,20,DGen | EN,EUR,0.36,"2,957",5,0.17%,0.21,1.07,0.00%,0.00,0.00
Saturday,23,DGen | EN,EUR,0.39,"1,063",2,0.19%,0.21,0.42,0.00%,0.00,0.00
Thursday,6,DGen | EN,EUR,2.62,"1,525",11,0.72%,0.36,4.00,0.00%,0.00,0.00
Wednesday,13,DGen | EN,EUR,0.37,"4,377",8,0.18%,0.20,1.60,0.00%,0.00,0.00
Thursday,16,S | General | NL,EUR,64.34,92,4,4.35%,1.48,5.92,0.00%,0.00,0.00
Tuesday,12,S | General | NL,EUR,148.52,132,9,6.82%,2.18,19.60,11.11%,1.00,19.60
Tuesday,14,S | General | NL,EUR,221.47,68,5,7.35%,3.01,15.06,0.00%,0.00,0.00
Tuesday,16,S | General | NL,EUR,39.69,32,1,3.13%,1.27,1.27,0.00%,0.00,0.00
Monday,18,S | General | NL,EUR,76.52,43,1,2.33%,3.29,3.29,0.00%,0.00,0.00
Friday,7,PMax | Rem | EU | EN,EUR,11.67,397,21,5.29%,0.22,4.63,0.00%,0.00,0.00
Sunday,1,PMax | Rem | EU | EN,EUR,1.46,312,4,1.28%,0.11,0.45,0.00%,0.00,0.00
Wednesday,5,PMax | Rem | AU-NZ | EN,EUR,205.71,7,1,14.29%,1.44,1.44,0.00%,0.00,0.00
Wednesday,5,PMax | Rem | US | EN,EUR,23.16,38,1,2.63%,0.88,0.88,0.00%,0.00,0.00
Sunday,18,PMax | Rem | US | EN,EUR,55.15,66,2,3.03%,1.82,3.64,0.00%,0.00,0.00
Thursday,0,ADa_Panty_NL,EUR,7.36,803,79,9.84%,0.07,5.91,0.00%,0.00,0.00
Wednesday,5,Sh | General | NL,EUR,187.50,8,1,12.50%,1.50,1.50,0.00%,0.00,0.00
Thursday,15,PMax | Rem | NL | New,EUR,17.46,618,27,4.37%,0.40,10.79,0.00%,0.00,0.00
Wednesday,14,PMax | Rem | NL | New,EUR,24.42,601,51,8.49%,0.29,14.68,0.00%,0.00,0.00
Thursday,10,S | General | EU | EN,EUR,28.26,85,2,2.35%,1.20,2.40,0.00%,0.00,0.00
Saturday,9,PMax | Rem | CA | EN,EUR,0.86,5,1,20.00%,0.00,0.00,0.00%,0.00,0.00
Wednesday,20,PMax | Rem | CA | EN,EUR,8.04,27,7,25.93%,0.03,0.22,0.00%,0.00,0.00
Monday,4,PMax | Rem | CA | EN,EUR,0.76,43,2,4.65%,0.02,0.03,0.00%,0.00,0.00
Wednesday,1,ADa_Pants_NL,EUR,0.29,43,1,2.33%,0.01,0.01,0.00%,0.00,0.00
Friday,0,PMax | Rem | UK,EUR,0.24,81,0,0.00%,0,0.02,0.00%,0.00,0.00
Thursday,1,PMAX | shopping | EU | EN,EUR,0.00,57,0,0.00%,0,0.00,0.00%,0.00,0.00
Wednesday,15,PMax | Rem | AU-NZ | EN,EUR,0.00,1,0,0.00%,0,0.00,0.00%,0.00,0.00
Wednesday,17,PMax | Rem | AU-NZ | EN,EUR,0.00,2,0,0.00%,0,0.00,0.00%,0.00,0.00
Tuesday,14,PMax | Rem | AU-NZ | EN,EUR,0.00,1,0,0.00%,0,0.00,0.00%,0.00,0.00
Sunday,16,PMax | Rem | AU-NZ | EN,EUR,0.00,2,0,0.00%,0,0.00,0.00%,0.00,0.00
Sunday,18,PMax | Rem | AU-NZ | EN,EUR,0.00,7,0,0.00%,0,0.00,0.00%,0.00,0.00
Sunday,16,ADa_Brand_NL,EUR,0.00,6,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,21,S | General | UK,EUR,0.00,2,0,0.00%,0,0.00,0.00%,0.00,0.00
Friday,12,S | General | UK,EUR,0.00,2,0,0.00%,0,0.00,0.00%,0.00,0.00
Thursday,22,S | General | UK,EUR,0.00,1,0,0.00%,0,0.00,0.00%,0.00,0.00
Monday,11,S | General | UK,EUR,0.00,3,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,1,PMax | Rem | US | EN,EUR,0.00,8,0,0.00%,0,0.00,0.00%,0.00,0.00
Friday,23,PMax | Rem | US | EN,EUR,0.00,18,0,0.00%,0,0.00,0.00%,0.00,0.00
Thursday,19,PMax | Rem | US | EN,EUR,0.00,7,0,0.00%,0,0.00,0.00%,0.00,0.00
Thursday,20,PMax | Rem | US | EN,EUR,0.00,1,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,6,ADa_Panty_NL,EUR,0.00,16,0,0.00%,0,0.00,0.00%,0.00,0.00
Wednesday,0,Sh | General | NL,EUR,0.00,25,0,0.00%,0,0.00,0.00%,0.00,0.00
Tuesday,7,Sh | General | NL,EUR,0.00,15,0,0.00%,0,0.00,0.00%,0.00,0.00
Wednesday,15,PMax | Rem | CA | EN,EUR,0.00,3,0,0.00%,0,0.00,0.00%,0.00,0.00
Sunday,17,PMax | Rem | CA | EN,EUR,0.99,36,0,0.00%,0,0.04,0.00%,0.00,0.00
Sunday,17,S | Brand | NL,EUR,32.50,8,3,37.50%,0.09,0.26,33.33%,1.00,0.26
Wednesday,16,PMax | Rem | DE,EUR,14.67,433,21,4.85%,0.30,6.35,0.00%,0.00,0.00
Wednesday,22,PMax | Rem | DE,EUR,8.44,506,9,1.78%,0.47,4.27,11.11%,1.00,4.27
Wednesday,1,PMax | Rem | UK,EUR,24.99,58,6,10.34%,0.24,1.45,0.00%,0.00,0.00
Wednesday,2,PMax | Rem | UK,EUR,1.19,20,3,15.00%,0.01,0.02,0.00%,0.00,0.00
Monday,10,PMax | Rem | UK,EUR,1.61,242,7,2.89%,0.06,0.39,0.00%,0.00,0.00
Sunday,4,PMax | Rem | UK,EUR,64.56,28,3,10.71%,0.60,1.81,0.00%,0.00,0.00
Wednesday,7,PMAX | shopping | EU | EN,EUR,6.93,285,48,16.84%,0.04,1.97,0.00%,0.00,0.00
Tuesday,3,DGen | EN,EUR,0.79,165,2,1.21%,0.07,0.13,0.00%,0.00,0.00
Tuesday,19,PMax | Rem | US | EN,EUR,20.14,70,2,2.86%,0.70,1.41,0.00%,0.00,0.00
Sunday,8,PMax | Rem | US | EN,EUR,11.90,21,1,4.76%,0.25,0.25,0.00%,0.00,0.00
Tuesday,3,ADa_Panty_NL,EUR,6.90,19,2,10.53%,0.07,0.13,0.00%,0.00,0.00
Thursday,7,S | General | NL,EUR,119.89,90,3,3.33%,3.60,10.79,0.00%,0.00,0.00
Wednesday,21,S | General | NL,EUR,3.68,57,1,1.75%,0.21,0.21,0.00%,0.00,0.00
Monday,13,S | General | NL,EUR,103.96,48,4,8.33%,1.25,4.99,0.00%,0.00,0.00
Saturday,8,PMax | Rem | EU | EN,EUR,7.32,569,40,7.03%,0.10,4.16,0.00%,0.00,0.00
Wednesday,22,PMax | Rem | EU | EN,EUR,2.24,273,16,5.86%,0.04,0.61,0.00%,0.00,0.00
Tuesday,3,PMax | Rem | AU-NZ | EN,EUR,42.23,31,1,3.23%,1.31,1.31,0.00%,0.00,0.00
Monday,18,ADa_Brand_NL,EUR,965.00,2,1,50.00%,1.93,1.93,0.00%,0.00,0.00
Monday,19,ADa_Brand_NL,EUR,10.00,1,1,100.00%,0.01,0.01,0.00%,0.00,0.00
Friday,14,Sh | General | NL,EUR,18.75,104,2,1.92%,0.98,1.95,0.00%,0.00,0.00
Tuesday,8,Sh | General | NL,EUR,62.50,16,1,6.25%,1.00,1.00,0.00%,0.00,0.00
Thursday,6,PMax | Rem | NL | New,EUR,10.53,180,11,6.11%,0.17,1.89,0.00%,0.00,0.00
Thursday,12,PMax | Rem | NL | New,EUR,7.57,721,35,4.85%,0.16,5.46,0.00%,0.00,0.00
Thursday,22,PMax | Rem | NL | New,EUR,15.73,"1,004",59,5.88%,0.27,15.79,0.00%,0.00,0.00
